cell,pair,pickcfg,channel,arm,ref_task_ms,cell_task_ms,d_task_ms_pct,ref_batch_ms,cell_batch_ms,d_batch_ms_pct,ref_thr_batch,cell_thr_batch,d_thr_batch_pct,ref_thr_task,cell_thr_task,d_thr_task_pct
k1_off_lifo,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_fifo_norsl,594124.0538634545,594222.2224310214,-0.016523244081523305,26011.780090606277,26008.09697634691,0.014159408723802162,1.2012026105235782,1.2016392497097423,0.03635016959992944,0.052593281979042075,0.05259612088957263,0.005397857718183619
k1_off_lifo,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_minlabor_norsl,587696.1597766147,587348.7170113665,0.05911945475027522,25718.421612246828,25708.75058004846,0.03760352149200793,1.215302576691525,1.2159348960755911,0.052029790456582556,0.053187685215953684,0.05322494448000827,0.07005242642786148
k1_off_lifo,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_fifo_norsl,594124.0538634545,594222.2224310214,-0.016523244081523305,26011.780090606277,26008.09697634691,0.014159408723802162,1.2012026105235782,1.2016392497097423,0.03635016959992944,0.052593281979042075,0.05259612088957263,0.005397857718183619
k1_off_lifo,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_minlabor_norsl,593933.2435993014,593921.7317893934,0.001938232963409084,25995.31148925898,26001.063707328354,-0.0221279059177684,1.2021210705760326,1.2021665276175213,0.0037814029386362687,0.052617431724112776,0.052633396425075654,0.03034108743008488
k1_off_lifo,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_fifo_norsl,671130.7942082314,671172.533647204,-0.006219270421335822,22072.689395841735,22097.37938384898,-0.11185763349660716,0.2967104486349087,0.29642993643762827,-0.09454072095236009,0.009754293495869589,0.009744390005949012,-0.10152954619184115
k1_off_lifo,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_cartlabor_norsl,646760.5745614902,646578.9594937939,0.028080726444937056,21179.749022557204,21200.94379705753,-0.10007094266203995,0.30962067246793956,0.3094714563314825,-0.04819320856960105,0.0101365456462529,0.010148807596484982,0.12096774049071203
k1_off_lifo,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_fifo_norsl,671130.7942082314,671172.533647204,-0.006219270421335822,22072.689395841735,22097.37938384898,-0.11185763349660716,0.2967104486349087,0.29642993643762827,-0.09454072095236009,0.009754293495869589,0.009744390005949012,-0.10152954619184115
k1_off_lifo,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_cartlabor_norsl,665752.5066744095,665992.479991484,-0.036045424488628096,21884.540304740283,21885.404654943788,-0.003949592687206255,0.2995061041507149,0.2995272781620181,0.007069642658280611,0.00983639564103918,0.00983482584021213,-0.01595910620452167
k1_off_gmyopic,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_fifo_norsl,594124.0538634545,594124.0538634545,0.0,26011.780090606277,26011.780090606277,0.0,1.2012026105235782,1.2012026105235782,0.0,0.052593281979042075,0.052593281979042075,0.0
k1_off_gmyopic,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_minlabor_norsl,587696.1597766147,587513.9747287842,0.030999870392180297,25718.421612246828,25702.244090955624,0.06290246553660933,1.215302576691525,1.2163561383700414,0.08669130624115806,0.053187685215953684,0.05321525429833747,0.051833581912521444
k1_off_gmyopic,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_fifo_norsl,594124.0538634545,594124.0538634545,0.0,26011.780090606277,26011.780090606277,0.0,1.2012026105235782,1.2012026105235782,0.0,0.052593281979042075,0.052593281979042075,0.0
k1_off_gmyopic,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_minlabor_norsl,593933.2435993014,593925.8273815627,0.0012486618350943607,25995.31148925898,25985.06773623381,0.03940615610396756,1.2021210705760326,1.2025761080216082,0.037852879939753364,0.052617431724112776,0.05261890789535491,0.0028054794651928283
k1_off_gmyopic,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_fifo_norsl,671130.7942082314,671130.7942082314,0.0,22072.689395841735,22072.689395841735,0.0,0.2967104486349087,0.2967104486349087,0.0,0.009754293495869589,0.009754293495869589,0.0
k1_off_gmyopic,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_cartlabor_norsl,646760.5745614902,646577.6827217491,0.02827813675333403,21179.749022557204,21176.62289952822,0.014759962573931024,0.30962067246793956,0.3096166070547712,-0.0013130302753950958,0.0101365456462529,0.01014280263982464,0.06172707932364617
k1_off_gmyopic,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_fifo_norsl,671130.7942082314,671130.7942082314,0.0,22072.689395841735,22072.689395841735,0.0,0.2967104486349087,0.2967104486349087,0.0,0.009754293495869589,0.009754293495869589,0.0
k1_off_gmyopic,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_cartlabor_norsl,665752.5066744095,665841.6915498978,-0.013396100592062463,21884.540304740283,21888.292325365976,-0.017144617037624207,0.2995061041507149,0.2995567110425553,0.016896781447558566,0.00983639564103918,0.009838978371651683,0.026256880129222872
k1_off_gforecast,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_fifo_norsl,594124.0538634545,593955.7741686858,0.028323999621700513,26011.780090606277,25992.55660616667,0.07390299461492927,1.2012026105235782,1.2021721704774515,0.08071577145929251,0.052593281979042075,0.05261115108729638,0.033976028081734305
k1_off_gforecast,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_minlabor_norsl,587696.1597766147,587110.0936922278,0.0997226329689925,25718.421612246828,25689.035583065775,0.11426062463747437,1.215302576691525,1.2168201631979738,0.12487314151675116,0.053187685215953684,0.05324617357590468,0.10996598124832734
k1_off_gforecast,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_fifo_norsl,594124.0538634545,593955.7741686858,0.028323999621700513,26011.780090606277,25992.55660616667,0.07390299461492927,1.2012026105235782,1.2021721704774515,0.08071577145929251,0.052593281979042075,0.05261115108729638,0.033976028081734305
k1_off_gforecast,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_minlabor_norsl,593933.2435993014,593571.6121284703,0.060887561814116385,25995.31148925898,25973.591289460102,0.08355429711951062,1.2021210705760326,1.2024108251503614,0.024103609979146068,0.052617431724112776,0.052618885396647296,0.002762720427218122
k1_off_gforecast,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_fifo_norsl,671130.7942082314,671113.5029162859,0.002576441446990517,22072.689395841735,22067.996619969104,0.021260553204335224,0.2967104486349087,0.2968783655852934,0.056592867274223024,0.009754293495869589,0.009753120888369552,-0.012021449841893673
k1_off_gforecast,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_cartlabor_norsl,646760.5745614902,646831.0359406832,-0.01089450748304747,21179.749022557204,21213.680464458295,-0.16020700653701506,0.30962067246793956,0.3093388313975259,-0.0910278594020119,0.0101365456462529,0.010142938012577513,0.06306257129099185
k1_off_gforecast,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_fifo_norsl,671130.7942082314,671113.5029162859,0.002576441446990517,22072.689395841735,22067.996619969104,0.021260553204335224,0.2967104486349087,0.2968783655852934,0.056592867274223024,0.009754293495869589,0.009753120888369552,-0.012021449841893673
k1_off_gforecast,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_cartlabor_norsl,665752.5066744095,665874.1627316562,-0.018273465894169668,21884.540304740283,21931.371256793333,-0.2139910247185109,0.2995061041507149,0.29903477711963555,-0.15736808851219608,0.00983639564103918,0.009835630583047194,-0.007777828585849574
k1_off_ggated_h025,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_fifo_norsl,594124.0538634545,594008.89578803,0.019382833378929258,26011.780090606277,25996.597045124778,0.05836988252481075,1.2012026105235782,1.201891243780893,0.05732865140999567,0.052593281979042075,0.052605452631478054,0.023141078057895264
k1_off_ggated_h025,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_minlabor_norsl,587696.1597766147,587554.4900498319,0.024105947337936796,25718.421612246828,25724.382321718404,-0.02317680906489712,1.215302576691525,1.2148041878435756,-0.041009445508318754,0.053187685215953684,0.0531936998025674,0.01130823157521149
k1_off_ggated_h025,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_fifo_norsl,594124.0538634545,594008.89578803,0.019382833378929258,26011.780090606277,25996.597045124778,0.05836988252481075,1.2012026105235782,1.201891243780893,0.05732865140999567,0.052593281979042075,0.052605452631478054,0.023141078057895264
k1_off_ggated_h025,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_minlabor_norsl,593933.2435993014,593637.2229156534,0.04984073325381595,25995.31148925898,25984.917577490596,0.039983793895597884,1.2021210705760326,1.2016101265939445,-0.04250353767139522,0.052617431724112776,0.052601875563071,-0.029564652876526053
k1_off_ggated_h025,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_fifo_norsl,671130.7942082314,670789.5806585851,0.05084158745075375,22072.689395841735,22058.04542867584,0.06634428140258349,0.2967104486349087,0.29692539276150487,0.07244238535753539,0.009754293495869589,0.009753906758632833,-0.003964789832493452
k1_off_ggated_h025,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_cartlabor_norsl,646760.5745614902,646902.814288642,-0.021992640359727072,21179.749022557204,21189.61961632975,-0.04660392227515883,0.30962067246793956,0.30970902847511717,0.02853685655848853,0.0101365456462529,0.010141923236625943,0.05305150847942826
k1_off_ggated_h025,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_fifo_norsl,671130.7942082314,670789.5806585851,0.05084158745075375,22072.689395841735,22058.04542867584,0.06634428140258349,0.2967104486349087,0.29692539276150487,0.07244238535753539,0.009754293495869589,0.009753906758632833,-0.003964789832493452
k1_off_ggated_h025,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_cartlabor_norsl,665752.5066744095,666227.1596593034,-0.07129571126436822,21884.540304740283,21863.479989070685,0.09623375851781615,0.2995061041507149,0.2999195641788003,0.13804727928928676,0.00983639564103918,0.009840208103544107,0.038758734846136705
k1_off_ggated_h050,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_fifo_norsl,594124.0538634545,593989.1904032396,0.02269954554742202,26011.780090606277,25987.058543309675,0.09503981354021042,1.2012026105235782,1.202284797503047,0.09009196033940706,0.052593281979042075,0.05260373450052771,0.019874252171216005
k1_off_ggated_h050,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_minlabor_norsl,587696.1597766147,587564.6103742467,0.022383913894898428,25718.421612246828,25712.526698567373,0.022920977688021815,1.215302576691525,1.2154207237697827,0.009721618346212412,0.053187685215953684,0.05319109912867975,0.00641861497113067
k1_off_ggated_h050,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_fifo_norsl,594124.0538634545,593989.1904032396,0.02269954554742202,26011.780090606277,25987.058543309675,0.09503981354021042,1.2012026105235782,1.202284797503047,0.09009196033940706,0.052593281979042075,0.05260373450052771,0.019874252171216005
k1_off_ggated_h050,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_minlabor_norsl,593933.2435993014,593645.2137267861,0.04849532765161657,25995.31148925898,25980.50394319008,0.05696237213782963,1.2021210705760326,1.2020232554655623,-0.008136876797557013,0.052617431724112776,0.05260838642234996,-0.01719069416052506
k1_off_ggated_h050,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_fifo_norsl,671130.7942082314,671391.9425266072,-0.0389116876515703,22072.689395841735,22072.222140126185,0.0021168952598862186,0.2967104486349087,0.29682261916600894,0.0378047121752236,0.009754293495869589,0.009750001037564049,-0.044005835044416075
k1_off_ggated_h050,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_rank_cartlabor_norsl,646760.5745614902,646805.4360971153,-0.006936343585179593,21179.749022557204,21177.85322886868,0.008950973340167841,0.30962067246793956,0.30967439277756353,0.017350362685984753,0.0101365456462529,0.010137120624018519,0.0056723245342532634
k1_off_ggated_h050,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_fifo_norsl,671130.7942082314,671391.9425266072,-0.0389116876515703,22072.689395841735,22072.222140126185,0.0021168952598862186,0.2967104486349087,0.29682261916600894,0.0378047121752236,0.009754293495869589,0.009750001037564049,-0.044005835044416075
k1_off_ggated_h050,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_cartlabor_norsl,665752.5066744095,666115.5012390148,-0.05452395011151187,21884.540304740283,21851.98954386083,0.14873860920169085,0.2995061041507149,0.30006333916718575,0.18605130538189715,0.00983639564103918,0.009842230831051072,0.059322441113969664
k1_off_ggated_h100,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_fifo_norsl,594124.0538634545,594124.0538634545,0.0,26011.780090606277,26011.780090606277,0.0,1.2012026105235782,1.2012026105235782,0.0,0.052593281979042075,0.052593281979042075,0.0
k1_off_ggated_h100,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,opt_rank_minlabor_norsl,587696.1597766147,587696.1597766147,0.0,25718.421612246828,25718.421612246828,0.0,1.215302576691525,1.215302576691525,0.0,0.053187685215953684,0.053187685215953684,0.0
k1_off_ggated_h100,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_fifo_norsl,594124.0538634545,594124.0538634545,0.0,26011.780090606277,26011.780090606277,0.0,1.2012026105235782,1.2012026105235782,0.0,0.052593281979042075,0.052593281979042075,0.0
k1_off_ggated_h100,mixed_20260816_131535__mixed_realistic_bell_lt0,ful_calibrated,fulfillment,uni_rank_minlabor_norsl,593933.2435993014,593933.2435993014,0.0,25995.31148925898,25995.31148925898,0.0,1.2021210705760326,1.2021210705760326,0.0,0.052617431724112776,0.052617431724112776,0.0
k1_off_ggated_h100,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,opt_fifo_norsl,671130.7942082314,671130.7942082314,0.0,22072.689395841735,22072.689395841735,0.0,0.2967104486349087,0.2967104486349087,0.0,0.009754293495869589,0.009754293495869589,0.0
